Perante esta explosão no conhecimento da biodiversidade, e da consequente actividade colecção e análise de espécimes, rapidamente se constatou que os velhos sistemas de catalogação tornavam muito difícil estudar e localizar os exemplares nas colecções. Tal levava a que a mesma espécie recebesse nomes distintos, já que as colecções eram demasiada grandes para o que o seu conteúdo pudesse ser memorizado.	train	Classificação científica
Foi então necessário delinear um sistema que agrupasse os espécimes de forma lógica, permitindo uma rápida localização dos exemplares semelhantes. Desse esforço nasceu o sistema binomial baseado na morfologia externa, agrupando exemplares com um aspecto semelhante.	val	Classificação científica
Entretanto, o movimento que se tinha centrado essencialmente nas plantas foi-se estendendo aos animais: em finais do século XVII e princípios do século XVIII iniciou-se o estudo científico dos animais, primeiro dos domésticos, depois generalizado a toda a fauna. Este estudo lançou as bases para a anatomia comparada e para os sistemas classificativos baseados na morfologia e função dos órgãos.	val	Classificação científica
No campo mais filosófico, o escocês James Burnett (1714-1799), mais conhecido por Lord Monboddo, foi um dos primeiros pensadores a tentar estabelecer uma correlação entre a espécies e a procurar descobrir regras lógicas que pudessem colocar alguma ordem no aparente caos da diversidade morfológica dos seres vivos. Nesta busca, estabeleceu as primeiras normas de ordenação e as primeiras explicações para a variabilidade das formas, sendo um verdadeiro precursor das teorias evolucionárias.	train	Classificação científica
Desde finais do século XV que um número crescente de naturalistas se dedicava à procura de um método de ordenar racionalmente o mundo natural, procurando classificar os minerais, as rochas e os seres vivos em categorias que permitissem fazer sentido da sua enorme diversidade e ao mesmo tempo das suas extraordinárias semelhanças. Esta procura de uma arrumação lógica para a diversidade da natureza foi ganhando favor entre os estudiosos, transformando-se num dos principais campos de estudo da História Natural.	train	Classificação científica
Foi neste contexto que Carolus Linnaeus, na sua obra Bibliotheca Botanica, cunhou o termo metodistas (não confundir com Metodista, a denominação religiosa homónima) para se distinguir os naturalistas que se interessavam pela classificação dos seres vivos, em contraste com os colectores, cuja única preocupação era encontrar e determinar novas espécies. Avultaram entre os primeiros metodistas da biologia, o botânico e filósofo italiano Andrea Caesalpino, o naturalista inglês John Ray, o médico e botânico alemão Augustus Quirinus Rivinus, e o médico, botânico e explorador francês Joseph Pitton de Tournefort.	train	Classificação científica
John Ray (1627–1705) foi um naturalista inglês que publicou importantes trabalhos sobre plantas, sobre animais e sobre aquilo que designava por teologia natural. A forma de abordagem à problemática da classificação das plantas que utilizou na sua obra Historia Plantarum foi um importante passo na fundação da moderna taxonomia vegetal. John Ray rejeitou o sistema de simples dicotomia então usado na classificação das plantas, no qual as espécies eram ordenados com base na presença ou ausência de determinado carácter (por exemplo: plantas de flor vermelha ou plantas sem espinhos), para o substituir por um sistema em que se procurava maximizar as semelhanças morfológica, distinguindo os géneros pelo seu grau de analogia ou de diferenciação.	train	Classificação científica
Tanto Andrea Caesalpino como John Ray usaram os nomes tradicionais das plantas, pelo que as designações utilizadas não reflectiam a sua posição taxonómica. Por exemplo, ainda que a macieira e o pessegueiro pertencessem a diferentes genera do methodus de John Ray, aquelas espécies recebiam a designação de Malus e de Malus Persica, respectivamente.	train	Classificação científica
O passo seguinte na estruturação da denominação binomial foi dado por Rivinus e por Pitton de Tournefort, que fizeram de género uma categoria distinta dentro da hierarquia taxonómica, e com essa inovação introduziram a prática de denominar as espécies de acordo com o género a que pertencem.	train	Classificação científica
Augustus Quirinus Rivinus (1652–1723) introduziu a classificação das plantas com base na morfologia dos seus órgãos reprodutores, considerando que a morfologia das flores e das sementes tinha um particular significado biológico. Ao introduzir uma classificação baseada nesses caracteres, Rivinus criou o conceito de Ordem como forma de agrupamento de géneros similares, integrando e alargando o conceito de genera superior já postulado por John Ray e por Andrea Caesalpino.	train	Classificação científica
Deve-se também a Rivinus a abolição da clássica divisão das plantas em ervas e árvores, já que ele insistia que o verdadeiro método de divisão se deveria basear na morfologia das flores, frutos e sementes, e não em aspectos anatómicos tão variáveis como a dimensão dos troncos e a sua lenhificação. Rivinus também popularizou o uso de chaves dicotómicas para definir géneros e ordens, criando a base do sistema de identificação ainda hoje utilizado.	train	Classificação científica
O método utilizado por Rivinus assemelhava-se ao utilizado por Joseph Pitton de Tournefort: o nome de todas as espécies pertencentes ao mesmo género deveria começar pela mesma palavra, o nome genérico. Nos géneros contendo mais de uma espécie, a primeira espécie identificada recebia apenas o nome do género, enquanto as restantes recebiam uma frase diferenciadora, um modificador que ele apelidou de differentia specifica.	train	Classificação científica
Joseph Pitton de Tournefort (1656–1708) introduziu um sistema ainda mais sofisticado de hierarquização, com classes, secções, géneros e espécies. Foi o primeiro a compor de forma consistente e uniforme nomes específicos contendo um nome genérico seguido de uma frase descritiva que definia a differentia specifica. Ao contrário de Rivinus, Tournefort usava as differentiae com todas as espécies pertencentes a géneros politípicos.	train	Classificação científica
Outra das suas principais contribuições foi o abandono dos longos nomes descritivos até então em uso para designar as classes e ordens. Também promoveu o fim dos nomes de géneros constituídos por duas palavras (por exemplo Bursa pastoris era um género). Esta simplificação marca uma ruptura com os métodos dos seus antecessores imediatos (Rivinus e Pitton de Tournefort), e foi acompanhada pelo estabelecimento de diagnoses rigorosas e detalhadas para cada um dos géneros (a que ele chamou characteres naturales). Também procedeu à integração das variedades nas respectivas espécies, evitando que a botânica tivesse que criar novos taxa para acomodar todas as variedades cultivadas que são constantemente criadas.	test	Classificação científica
Contudo, apesar das suas múltiplas contribuições para a taxonomia e sistemática, Linnaeus é melhor conhecido pela introdução do método binomial, a técnica ainda em uso para formular o nome científico das espécies. Antes de Linnaeus estavam em uso nomes longos, compostos por um nome genérico e por uma frase descritiva da própria espécie (a differentia specifica). Esses nomes não eram fixos, já que cada autor parafraseava o descritivo, acentuando os caracteres que considerava mais relevantes.	train	Classificação científica
Na sua obra Philosophia Botanica (1751), Linnaeus colocou grande ênfase na melhoria da composição dos nomes e na redução da sua extensão, abolindo as expressões retóricas desnecessárias que tradicionalmente se usavam na descrição das espécies e introduzindo novos termos descritivos cujo significado procurou fixar rigorosamente. Este esforço resultou numa definição de espécies com um rigor sem precedentes.	train	Classificação científica
Em finais da década de 1740, Linnaeus começou a utilizar um sistema paralelo de construção do nome das espécies, que designou por nomina trivialia. Cada nomen triviale, o nome trivial, era um epíteto, de uma ou duas palavras, colocado à margem do texto frente ao nome científico clássico de carácter descritivo.	train	Classificação científica
Ao utilizar de forma consistente os mesmos epítetos específicos, Linnaeus separou a nomenclatura da taxonomia, o que se viria a revelar um passo decisivo na consolidação do sistema de nomenclatura biológica, já que os nomes da espécies passaram a ser fixos, permitindo que os agrupamentos taxonómicos superiores se desenvolvessem independentemente. Apesar do uso paralelo dos nomina trivialia e dos nomes descritivos se ter mantido até finais do século XVIII, eles foram sendo progressivamente substituídos pela utilização de nomes curtos, combinando simplesmente o nome do género com o nome trivial da espécie.	test	Classificação científica
No século XIX esta nova prática foi codificada nas primeiras regras e leis da nomenclatura biológica, acabando por se transformar naquilo que hoje é geralmente referido como a sistema de nomenclatura binomial, ou mais genericamente como a taxonomia lineana, a qual é ainda, com poucas alterações, o padrão universalmente aceite de atribuição de nomes aos seres vivos.	train	Classificação científica
Enquanto Carolus Linnaeus classificava as espécies de seres vivos tendo como objectivo principal facilitar a identificação e criar uma forma de arquivo nos herbários e nas colecções zoológicas que permitisse localizar facilmente um exemplar, nos modernos sistemas taxonómicos aplicados à biologia procura-se antes de mais fazer reflectir o princípio Darwiniano de ancestralidade comum. Isto significa que se pretende agrupar as espécies por proximidade filogenética, isto é relacionar as espécies pela sua proximidade genética, a qual reflecte o grau de comunalidade de ancestrais. Biólogos, em 2016, identificaram a assinatura molecular do reino animal, fornecendo evidências genéticas para a classificação animal de sistema de Karl von Linnée, que tem sido utilizada por quase 300 anos.[4] A pesquisa serve biólogos do desenvolvimento, biólogos evolutivos, biólogos computacionais e pesquisadores.[5]	train	Classificação científica
Desde a década de 1960 que se vem fortalecendo a tendência para utilizar estruturas taxonómicas baseadas nos conceitos da cladística, hoje designadas por taxonomia cladística, distribuindo os taxa numa árvore evolucionária. Se um taxon inclui todos os descendentes de uma forma ancestral, é designado um taxon monofilético. Quando o inverso acontece, o taxon é designado parafilético. Os taxa que incluem diversas formas ancestrais são designados por polifiléticos. Idealmente todos os taxa deveriam ser monofiléticos, pois assim reflectiriam a ancestralidade comum das espécies que integrem.	train	Classificação científica
Um novo tipo de nomenclatura, baptizado como PhyloCode, está em desenvolvimento, tendo como objectivo criar uma estrutura de clades em vez de uma estrutura de taxa. Em caso de implementação generalizada não é clara a forma de coexistência entre esse sistema e o actual.	train	Classificação científica
O conceito de domínio como taxon de topo é de introdução recente. O chamado Sistema dos Três Domínios foi introduzido em 1990, mas apenas recentemente ganhou aceitação generalizada. Apesar de hoje a maioria dos biólogos aceitar a sua validade, a utilização do sistema dos cinco reinos ainda domina. Uma das principais características do sistema dominial é a separação dos reinos Archaea e Bacteria, ambos anteriormente parte do reino Monera. Alguns cientistas, mesmo sem aceitar os domínios, admitem Archaea como um sexto reino.	train	Classificação científica
O quadro seguinte apresenta a classificação científica de cinco espécies pertencentes a estruturas taxonómicas diversas: a mosca-da-fruta (Drosophila melanogaster), o ser humano, a ervilha, o cogumelo amanita e a bactéria Escherichia coli. Com ele pretende-se demonstrar a flexibilidade e a universalidade do sistema, incluindo numa mesma estrutura organismos tão diversos como os seleccionados.	val	Classificação científica
Os taxa mais elevados, em especial os intermédios, têm sofrido ultimamente profundas e frequentes alterações, resultado da descoberta de novas relações entre os grupos e as espécies. Por exemplo, a tradicional classificação dos primatas (classe Mammalia — subclasse Theria — infraclasse Eutheria — ordem Primatas) está posta em causa por novas classificações, como, por exemplo, a de McKenna e Bell (classe Mammalia — subclasse Theriformes — infraclasse Holotheria — ordem Primatas). Estas alterações resultam essencialmente da existência de um pequeno número de taxa em cada nível, sendo neles necessário acomodar um registo fóssil muito ramificado.	train	Classificação científica
A tendência para privilegiar a constituição de grupos monofiléticos em detrimento dos parafiléticos levará, seguramente, a sucessivas alterações da estrutura classificativa, com especial foco nas classes e ordens. A progressiva introdução de conceitos cladísticos também terá um impacte profundo e conduzirá à reformulação de muitos dos actuais agrupamentos.	train	Classificação científica
Taxa acima do nível do género recebem em geral nomes derivados do género mais representativo neles incluído ou daquele que, por razões históricas ou outras, é mais conhecido. Os sufixos utilizados na construção desses nomes dependem do Reino e, por vezes, do Filo e Classe, seguindo um padrão preestabelecido. O quadro seguinte apresenta as regras de construção de sufixos mais comummente aceites.	train	Classificação científica
Note-se que em botânica e micologia, os nomes dos taxa de família para baixo são baseados no nome de um género, por vezes referido como o género-tipo, ao qual é acrescentado um sufixo padronizado. Por exemplo, o género Rosa é o género-tipo a partir do qual a família Rosacea recebe o seu nome (Rosa + -aceae). Os nomes dos taxa acima de família podem ser formados a partir do nome da família, com o sufixo adequado, ou ser descritivos de uma ou mais características marcantes do grupo.	train	Classificação científica
A formação de um nome com base na designação de um género não é tão simples quanto possa parecer, já que a língua latina tem declinações irregulares. Por exemplo, os nomes baseados em homo têm como base o genitivo da palavra, ou seja hominis, pelo que humanos pertencem aos Hominidae (hominídeos) e não aos Homidae (que, obviamente, nem existem).	train	Classificação científica
Embora a espécie seja considerado o nível de classificação mais baixo, existe por vezes necessidade de recorrer a classificações infra-específicas para acomodar a biodiversidade reconhecida ou para descrever certos traços fenotípicos, nomeadamente os de interesse económico entre as espécies domesticadas.	train	Classificação científica
Os animais podem ser classificados em subespécies (por exemplo Homo sapiens sapiens, para os humanos modernos), ou morfos ou formas (como por exemplo Corvus corax varius morpha leucophaeus, uma forma característica de corvo).	train	Classificação científica
As plantas podem ser classificadas em subespécies (por exemplo Pisum sativum subsp. sativum, a ervilha-de-cheiro), ou variedades (por exemplo, Pisum sativum var. macrocarpon, uma variedade de ervilha). As plantas cultivadas podem ser identificadas por cultivares, cada um deles correspondente a um determinado fenótipo (por exemplo, Pisum sativum var. macrocarpon 'Snowbird', o cultivar Snowbird de ervilha).	train	Classificação científica
"O nome de qualquer taxon pode ser seguido pela explicitação da ""autoridade"" que o criou, ou seja pelo nome do autor que primeiro publicou uma descrição válida da entidade taxonómica. Estes nomes de autor são em geral abreviados, seguindo um padrão de abreviatura fixado por critérios de tradição ou de história. Em Botânica, onde existe uma lista de abreviaturas do nome de botânicos e micologistas padronizada, por exemplo, Carolus Linnaeus é sempre abreviado para ""L."" e Gregor Mendel para Mendel."	train	Classificação científica
Apesar do sistema de atribuição de autoria dos taxa ser ligeiramente diferente em botânica e em zoologia (veja Citação de autor (botânica) e Citação de autor (zoologia)), é padrão aceite que se o nome de um taxon for alterado, a abreviatura ou nome do autor original é sempre mantido, sendo então colocado entre parêntesis. O nome do autor da versão em vigor é colocado a seguir ao parêntesis (geralmente só em botânica).	train	Classificação científica
Médico é um profissional da saúde autorizado pelo estado a exercer a medicina; se ocupa da saúde humana, prevenindo, diagnosticando, tratando e curando as doenças, o que requer conhecimento detalhado de determinadas disciplinas da biologia, como a anatomia e a fisiologia, amplo entendimento por detrás das doenças e de tratamento e também da sua prática aplicada.	test	Médico
Em Portugal, o primeiro passo para exercer medicina é fazer o curso de medicina leccionado nas várias universidades do país. Ao completar o curso, o futuro médico tem que se inscrever obrigatoriamente na Ordem dos Médicos para poder começar a exercer. O médico nesta altura só pode exercer sob orientação de outros médicos tutores e nunca de forma independente, sendo um médico em formação chamado de interno de formação geral.	train	Médico
Após completar com sucesso o internato de formação geral, o médico já pode exercer como clínico geral, que é um médico sem especialidade, ou então já se pode candidatar a uma especialidade, por meio da Prova Nacional de Acesso (PNA). As vagas das especialidades são abertas todos os anos, variando o número de vagas para cada especialidade. As especialidades poderão durar de 4 anos a 6 anos, sendo as especialidades cirúrgicas (cirurgia geral, neurocirurgia, ortopedia, cirurgia plástica e reconstrutiva, etc.) são as que têm maior tempo de formação. Durante todo o internato de Especialidade o médico é avaliado e no final, tem obrigatoriamente que fazer um extenso exame teórico e prático e uma apresentação a um júri responsável pela formação de médicos. Concluindo estas etapas com sucesso, o médico obtém o título de médico especialista.[3][4]	train	Médico
A neurociência cognitiva é uma área acadêmica que se ocupa do estudo científico dos mecanismos biológicos subjacentes à cognição, com foco específico nos substratos neurais dos processos mentais e suas manifestações comportamentais. Se questionam sobre como as funções psicológicas e cognitivas são produzidas no sistema nervoso central. A neurociência cognitiva é um ramo tanto da psicologia quanto da neurociência, unificando e interconectando-se com várias outras subdisciplinas, tais como a psicologia cognitiva, psicobiologia, neuropsicologia e neurobiologia. Antes do desenvolvimento de tecnologias como a ressonância magnética funcional, essa área da ciência era chamada de psicobiologia cognitiva. Os cientistas que se dedicam a essa área normalmente possuem estudos baseados na psicologia experimental ou neurobiologia, porém podem vir de várias disciplinas, tais como a psiquiatria, neurologia, física, engenharia, matemática, linguística e filosofia.	train	Neurociência cognitiva
Os métodos empregados na neurociência cognitiva incluem paradigmas experimentais de psicofísica e da psicologia cognitiva, neuroimagem funcional, genômica cognitiva, genética comportamental, assim também como estudos eletrofisiológicos de sistemas neurais. Estudos clínicos de psicopatologia em pacientes com déficit cognitivo, constitui um aspecto importante da neurociência cognitiva.	train	Neurociência cognitiva
As primeiras raízes da neurociência cognitiva estão na frenologia, a qual é uma teoria pseudocientífica que sustenta que a conduta pode estar determinada pela forma do couro cabeludo. Em meados do século XIX, Franz Joseph Gall e J. G. Spurzheim seguraram que o cérebro humano estava secionado em aproximadamente 35 diferentes regiões. Em seu livro, “A Anatomia e la Fisiologia do Sistema Nervoso em Geral, e do Cérebro em Particular”, Gall postulou que um bulbo maior em uma dessas áreas significava que essa parte do cérebro estava sendo usado mais frequentemente por essa pessoa. Essa teoria ganhou atenção pública significativa, levando a publicação de diários de frenologia e a criação de frenômeros, instrumentos que medem os solavancos das cabeças das pessoas. Ele propôs a teoria de que o cérebro é um campo agregado, o que significa que diferentes áreas do cérebro participam do comportamento.	test	Neurociência cognitiva
Pierre Flourens, um psicólogo experimental francês foi um dos muitos cientistas que desafiou a opinião do frenologistas. Através de seu estudo de coelhos e de pombas, descobriu que lesões em áreas específicas do cérebro não produziam mudanças visíveis no comportamento. Ele sugeriu que o cérebro é um campo agregado, o que significa que diferentes áreas cerebrais participam de tal comportamento.	train	Neurociência cognitiva
Estudos realizados por cientistas europeus, como John Hughlings Jackson, afirmaram que a visão locacionalista ou seccionalista do cérebro ressurgia como a principal maneira de entender o comportamento. Jackson estudou pacientes com danos cerebrais, particularmente epilepsia e descobriu que pacientes epiléticos faziam os mesmos movimentos clônicos e tônicos de músculos durante seus ataques. Isso fez com que Jackson criasse um mapa topográfico do cérebro, o qual foi essencial para o entendimento futuro do lóbulo cerebral.	train	Neurociência cognitiva
